,movie_id,movie_title,explanation_type,explanation_text,persuasiveness,transparency,accuracy,satisfactory,persuasiveness_1,transparency_1,accuracy_1,satisfactory_1,persuasiveness_2,transparency_2,accuracy_2,satisfactory_2,persuasiveness_avergae,transparency_avergae,accuracy_avergae,satisfactory_avergae
1358,5618,千与千寻 千と千尋の神隠し,user,和你兴趣相似的用户中，看过这部电影的93.4%都喜欢,4.0,4.0,4,4,5,4,4,5,5,5,5,5,5.0,4.5,4.5,5.0
1359,60069,机器人总动员 WALL·E,user,和你兴趣相似的用户中，看过这部电影的95.3%都喜欢,3.0,3.0,4,4,5,4,4,5,5,5,5,5,5.0,4.5,4.5,5.0
1360,60069,机器人总动员 WALL·E,item,喜欢《少林足球》的也喜欢,3.0,3.0,3,3,4,5,4,4,4,4,4,5,4.0,4.5,4.0,4.5
1361,60069,机器人总动员 WALL·E,attr_random,这是一部爱情电影,2.0,2.0,3,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
1362,60069,机器人总动员 WALL·E,item_peer,这部电影和你看过的《少林足球》很像,3.0,3.0,3,3,4,5,4,4,4,4,4,5,4.0,4.5,4.0,4.5
1363,60069,机器人总动员 WALL·E,attr_personal,这是一部动画电影,3.0,3.0,3,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
1364,60069,机器人总动员 WALL·E,attr_peer,这是一部动画电影,3.0,3.0,3,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
1365,60069,机器人总动员 WALL·E,attr_nonpersonal,这部电影的演员有本·贝尔特,3.0,3.0,3,3,4,5,5,5,4,4,4,4,4.0,4.5,4.5,4.5
1366,60069,机器人总动员 WALL·E,pop,有841196用户看过这部电影(热门度前1%),4.0,4.0,4,4,5,5,4,4,4,5,2,2,4.5,5.0,3.0,3.0
1367,60069,机器人总动员 WALL·E,peer,推荐一部好看的电影，2009年第81届奥斯卡最佳动画长片奖,4.0,4.0,4,4,5,4,5,5,5,5,5,5,5.0,4.5,5.0,5.0
1368,92259,触不可及 Intouchables,attr_random,这部电影的编剧是埃里克·托莱达诺,3.0,3.0,2,2,3,3,3,3,3,4,4,3,3.0,3.5,3.5,3.0
1369,92259,触不可及 Intouchables,user,和你兴趣相似的用户中，看过这部电影的90.2%都喜欢,4.0,4.0,4,4,5,4,4,5,5,5,5,5,5.0,4.5,4.5,5.0
1370,92259,触不可及 Intouchables,item,喜欢《傲慢与偏见》的也喜欢,4.0,4.0,4,4,3,5,3,3,4,4,4,5,3.5,4.5,3.5,4.0
1371,92259,触不可及 Intouchables,pop,有608189用户看过这部电影(热门度前1%),4.0,4.0,4,4,5,5,4,5,4,5,2,2,4.5,5.0,3.0,3.5
1372,92259,触不可及 Intouchables,attr_peer,这是一部喜剧电影,5.0,4.0,5,5,3,5,3,3,2,4,3,2,2.5,4.5,3.0,2.5
1373,92259,触不可及 Intouchables,peer,感人治愈又有趣的法式喜剧,5.0,5.0,5,5,4,5,4,3,4,4,4,4,4.0,4.5,4.0,3.5
1374,92259,触不可及 Intouchables,attr_personal,这是一部法国电影,2.0,2.0,3,3,1,2,1,1,2,4,3,2,1.5,3.0,2.0,1.5
1375,92259,触不可及 Intouchables,attr_nonpersonal,这部电影的演员有奥德雷·弗勒罗,2.0,2.0,3,3,4,5,3,3,4,4,4,4,4.0,4.5,3.5,3.5
1376,166024,爆裂鼓手(短片) Whiplash,item,喜欢《末代皇帝》的也喜欢,3.0,3.0,2,2,3,5,3,3,4,4,4,5,3.5,4.5,3.5,4.0
1377,166024,爆裂鼓手(短片) Whiplash,pop,有1288用户看过这部电影(热门度前55%),2.0,2.0,2,2,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0
1378,166024,爆裂鼓手(短片) Whiplash,attr_random,这部电影的演员有J·K·西蒙斯,2.0,2.0,3,3,4,5,3,3,4,4,4,4,4.0,4.5,3.5,3.5
1379,166024,爆裂鼓手(短片) Whiplash,peer,不疯魔不成活，这绝对不是单纯意义上的励志片,4.0,4.0,4,4,3,3,3,3,3,4,3,3,3.0,3.5,3.0,3.0
1380,166024,爆裂鼓手(短片) Whiplash,user,和你兴趣相似的用户中，看过这部电影的100.0%都喜欢,4.0,4.0,4,4,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0
1381,166024,爆裂鼓手(短片) Whiplash,attr_peer,这是一部剧情电影,4.0,4.0,4,4,3,5,5,3,2,4,3,2,2.5,4.5,4.0,2.5
1382,166024,爆裂鼓手(短片) Whiplash,attr_nonpersonal,这部电影的演员有约翰尼·西蒙斯,2.0,2.0,3,3,4,5,5,5,4,4,4,4,4.0,4.5,4.5,4.5
1383,166024,爆裂鼓手(短片) Whiplash,attr_personal,这是一部音乐电影,2.0,2.0,2,2,3,5,3,3,2,4,3,2,2.5,4.5,3.0,2.5
1384,65188,一封关于父亲的信 Dear Zachary: A Letter to a Son About His Father,user,和你兴趣相似的用户中，看过这部电影的100.0%都喜欢,5.0,4.0,4,4,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0
1385,65188,一封关于父亲的信 Dear Zachary: A Letter to a Son About His Father,attr_nonpersonal,这是一部剧情电影,4.0,2.0,4,4,3,5,3,3,2,4,3,2,2.5,4.5,3.0,2.5
1386,65188,一封关于父亲的信 Dear Zachary: A Letter to a Son About His Father,attr_personal,这是一部剧情电影,4.0,2.0,4,4,3,5,3,3,2,4,3,2,2.5,4.5,3.0,2.5
1387,65188,一封关于父亲的信 Dear Zachary: A Letter to a Son About His Father,attr_peer,这是一部剧情电影,4.0,2.0,4,4,3,5,3,3,2,4,3,2,2.5,4.5,3.0,2.5
1388,65188,一封关于父亲的信 Dear Zachary: A Letter to a Son About His Father,attr_random,这部电影的导演是库特·库恩尼,2.0,2.0,3,3,3,4,2,2,3,4,4,3,3.0,4.0,3.0,2.5
1389,65188,一封关于父亲的信 Dear Zachary: A Letter to a Son About His Father,peer,当你知道杀了你朋友的女人还未落网且怀了你朋友的孩子时,4.0,4.0,4,4,4,3,4,3,3,4,4,4,3.5,3.5,4.0,3.5
1390,65188,一封关于父亲的信 Dear Zachary: A Letter to a Son About His Father,pop,有1024用户看过这部电影(热门度前59%),2.0,2.0,2,2,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0
1391,65188,一封关于父亲的信 Dear Zachary: A Letter to a Son About His Father,item,喜欢《末代皇帝》的也喜欢,2.0,2.0,3,3,3,5,3,3,4,4,4,5,3.5,4.5,3.5,4.0
1392,527,辛德勒的名单 Schindler's List,peer,奥斯卡经典大作，人性的光芒，情感技巧都好,4.0,4.0,4,4,4,5,4,3,5,5,5,5,4.5,5.0,4.5,4.0
1393,527,辛德勒的名单 Schindler's List,attr_personal,这是一部历史电影,3.0,3.0,3,3,1,5,1,1,2,4,3,2,1.5,4.5,2.0,1.5
1394,527,辛德勒的名单 Schindler's List,pop,有669241用户看过这部电影(热门度前1%),5.0,4.0,5,5,5,5,4,5,4,5,2,2,4.5,5.0,3.0,3.5
1395,527,辛德勒的名单 Schindler's List,attr_peer,这是一部剧情电影,4.0,4.0,4,4,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
1396,527,辛德勒的名单 Schindler's List,attr_nonpersonal,这部电影的编剧是托马斯·肯尼利,2.0,2.0,3,3,3,3,3,2,3,4,4,3,3.0,3.5,3.5,2.5
1397,527,辛德勒的名单 Schindler's List,item,喜欢《末代皇帝》的也喜欢,2.0,2.0,2,2,4,5,4,4,4,4,4,5,4.0,4.5,4.0,4.5
1398,527,辛德勒的名单 Schindler's List,user,和你兴趣相似的用户中，看过这部电影的97.0%都喜欢,5.0,4.0,4,4,5,4,4,5,5,5,5,5,5.0,4.5,4.5,5.0
1399,527,辛德勒的名单 Schindler's List,attr_random,这部电影的演员有卡罗琳·古多尔,3.0,3.0,3,3,4,5,5,5,4,4,4,4,4.0,4.5,4.5,4.5
1400,2324,美丽人生 La vita è bella,pop,有758624用户看过这部电影(热门度前1%),5.0,5.0,5,5,5,5,4,4,4,5,2,2,4.5,5.0,3.0,3.0
1401,2324,美丽人生 La vita è bella,attr_personal,这是一部爱情电影,5.0,5.0,5,4,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
1402,2324,美丽人生 La vita è bella,attr_peer,这是一部爱情电影,5.0,5.0,5,4,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
1403,2324,美丽人生 La vita è bella,attr_nonpersonal,这部电影的演员有乔治·坎塔里尼,3.0,2.0,3,3,4,5,5,5,4,4,4,4,4.0,4.5,4.5,4.5
1404,2324,美丽人生 La vita è bella,attr_random,这是一部喜剧电影,5.0,4.0,5,5,1,5,1,1,2,4,3,2,1.5,4.5,2.0,1.5
1405,2324,美丽人生 La vita è bella,user,和你兴趣相似的用户中，看过这部电影的94.5%都喜欢,4.0,4.0,5,4,5,4,4,5,5,5,5,5,5.0,4.5,4.5,5.0
1406,2324,美丽人生 La vita è bella,item,喜欢《末代皇帝》的也喜欢,2.0,4.0,2,2,2,5,2,2,4,4,4,5,3.0,4.5,3.0,3.5
1407,2324,美丽人生 La vita è bella,peer,黑暗的环境中爱就是那光明，哭着笑,4.0,4.0,4,4,3,3,3,3,3,4,4,3,3.0,3.5,3.5,3.0
1408,44555,窃听风暴 Das Leben der Anderen,attr_personal,这是一部剧情电影,3.0,3.0,4,4,3,5,2,2,2,4,3,2,2.5,4.5,2.5,2.0
1409,44555,窃听风暴 Das Leben der Anderen,attr_peer,这是一部剧情电影,3.0,3.0,4,4,3,5,2,2,2,4,3,2,2.5,4.5,2.5,2.0
1410,44555,窃听风暴 Das Leben der Anderen,attr_random,这部电影的演员有乌尔里希·图库尔,2.0,2.0,3,3,4,5,5,5,4,4,4,4,4.0,4.5,4.5,4.5
1411,44555,窃听风暴 Das Leben der Anderen,peer,无论怎样的黑暗，总有人性的微光照亮,4.0,4.0,4,4,4,2,4,4,4,4,4,4,4.0,3.0,4.0,4.0
1412,44555,窃听风暴 Das Leben der Anderen,user,和你兴趣相似的用户中，看过这部电影的95.9%都喜欢,4.0,4.0,4,4,5,4,4,5,5,5,5,5,5.0,4.5,4.5,5.0
1413,44555,窃听风暴 Das Leben der Anderen,item,喜欢《末代皇帝》的也喜欢,2.0,3.0,2,2,5,5,5,5,4,4,4,5,4.5,4.5,4.5,5.0
1414,44555,窃听风暴 Das Leben der Anderen,attr_nonpersonal,这部电影的导演是弗洛里安·亨克尔·冯·多纳斯马尔克,2.0,2.0,3,3,4,3,3,3,3,4,4,3,3.5,3.5,3.5,3.0
1415,44555,窃听风暴 Das Leben der Anderen,pop,有359004用户看过这部电影(热门度前2%),4.0,4.0,5,4,5,5,3,3,4,5,2,2,4.5,5.0,2.5,2.5
1416,356,阿甘正传 Forrest Gump,attr_nonpersonal,这部电影的编剧是温斯顿·格鲁姆,2.0,2.0,2,2,3,4,2,2,3,4,4,3,3.0,4.0,3.0,2.5
1417,356,阿甘正传 Forrest Gump,peer,奥斯卡经典，全方位的好，绝对值得看,5.0,5.0,5,5,4,5,4,3,5,5,5,5,4.5,5.0,4.5,4.0
1418,356,阿甘正传 Forrest Gump,user,和你兴趣相似的用户中，看过这部电影的99.0%都喜欢,5.0,5.0,5,5,5,4,4,5,5,5,5,5,5.0,4.5,4.5,5.0
1419,356,阿甘正传 Forrest Gump,item,喜欢《小偷家族》的也喜欢,4.0,4.0,5,4,2,5,2,2,4,4,4,5,3.0,4.5,3.0,3.5
1420,356,阿甘正传 Forrest Gump,attr_personal,这是一部爱情电影,4.0,4.0,4,4,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
1421,356,阿甘正传 Forrest Gump,attr_peer,这是一部爱情电影,4.0,4.0,4,4,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
1422,356,阿甘正传 Forrest Gump,pop,有1298173用户看过这部电影(热门度前1%),5.0,5.0,5,5,5,5,2,3,4,5,2,2,4.5,5.0,2.0,2.5
1423,356,阿甘正传 Forrest Gump,attr_random,这部电影的导演是罗伯特·泽米吉斯,2.0,2.0,3,3,4,5,3,3,3,4,4,3,3.5,4.5,3.5,3.0
1424,120625,危楼愚夫 Дурак,attr_personal,这是一部剧情电影,3.0,3.0,4,4,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
1425,120625,危楼愚夫 Дурак,attr_peer,这是一部剧情电影,3.0,3.0,4,4,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
1426,120625,危楼愚夫 Дурак,item,喜欢《小偷家族》的也喜欢,4.0,4.0,4,4,1,5,1,1,4,4,4,5,2.5,4.5,2.5,3.0
1427,120625,危楼愚夫 Дурак,attr_random,这部电影的导演是尤里·贝科夫,2.0,2.0,3,3,4,4,4,5,3,4,4,3,3.5,4.0,4.0,4.0
1428,120625,危楼愚夫 Дурак,attr_nonpersonal,这部电影的导演是尤里·贝科夫,2.0,2.0,3,3,4,4,4,5,3,4,4,3,3.5,4.0,4.0,4.0
1429,120625,危楼愚夫 Дурак,pop,有36501用户看过这部电影(热门度前12%),3.0,3.0,3,3,4,3,3,3,1,1,1,1,2.5,2.0,2.0,2.0
1430,120625,危楼愚夫 Дурак,peer,探讨人性之作，荒诞而悲凉，故事好,4.0,4.0,4,4,2,3,2,2,4,4,4,4,3.0,3.5,3.0,3.0
1431,908,西北偏北 North by Northwest,item_peer,这部电影和你看过的《惊天魔盗团 Now You See Me》很像,2.0,2.0,3,2,4,5,4,4,4,4,4,5,4.0,4.5,4.0,4.5
1432,908,西北偏北 North by Northwest,peer,动作悬疑类型，故事有趣味,3.0,3.0,3,3,2,4,2,3,4,4,4,4,3.0,4.0,3.0,3.5
1433,908,西北偏北 North by Northwest,item,喜欢《赤壁(上)》的也喜欢,2.0,3.0,3,2,3,5,3,3,4,4,4,5,3.5,4.5,3.5,4.0
1434,908,西北偏北 North by Northwest,user,和你兴趣相似的用户中，看过这部电影的90.2%都喜欢,4.0,4.0,3,4,4,4,4,4,5,5,5,5,4.5,4.5,4.5,4.5
1435,908,西北偏北 North by Northwest,attr_random,这部电影的导演是阿尔弗雷德·希区柯克,3.0,2.0,3,2,4,4,4,3,3,4,4,3,3.5,4.0,4.0,3.0
1436,908,西北偏北 North by Northwest,attr_peer,这是一部悬疑电影,3.0,2.0,4,4,1,5,1,1,2,4,3,2,1.5,4.5,2.0,1.5
1437,908,西北偏北 North by Northwest,attr_personal,这是一部动作电影,3.0,2.0,4,4,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
1438,908,西北偏北 North by Northwest,attr_nonpersonal,这部电影的演员有洁茜·罗伊丝·兰迪斯,2.0,2.0,3,2,4,5,3,3,4,4,4,4,4.0,4.5,3.5,3.5
1439,908,西北偏北 North by Northwest,pop,有59199用户看过这部电影(热门度前9%),4.0,4.0,4,4,4,4,3,3,3,4,2,2,3.5,4.0,2.5,2.5
1440,2203,辣手摧花 Shadow of a Doubt,peer,悬疑类型，惊心动魄的关于谋杀和逃脱的故事,3.0,2.0,3,4,3,4,3,3,4,4,4,4,3.5,4.0,3.5,3.5
1441,2203,辣手摧花 Shadow of a Doubt,attr_random,这部电影的演员有亨利·崔佛斯,2.0,2.0,3,2,4,5,4,4,4,4,4,4,4.0,4.5,4.0,4.0
1442,2203,辣手摧花 Shadow of a Doubt,attr_nonpersonal,这是一部悬疑电影,2.0,3.0,3,3,1,5,1,1,2,4,3,2,1.5,4.5,2.0,1.5
1443,2203,辣手摧花 Shadow of a Doubt,attr_personal,这是一部悬疑电影,2.0,3.0,3,3,1,5,1,1,2,4,3,2,1.5,4.5,2.0,1.5
1444,2203,辣手摧花 Shadow of a Doubt,attr_peer,这是一部悬疑电影,2.0,3.0,3,3,1,5,1,1,2,4,3,2,1.5,4.5,2.0,1.5
1445,2203,辣手摧花 Shadow of a Doubt,user,和你兴趣相似的用户中，看过这部电影的100.0%都喜欢,4.0,4.0,3,4,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0
1446,2203,辣手摧花 Shadow of a Doubt,pop,有10739用户看过这部电影(热门度前24%),3.0,3.0,3,4,4,5,4,4,1,1,1,1,2.5,3.0,2.5,2.5
1447,2203,辣手摧花 Shadow of a Doubt,item,喜欢《赤壁(上)》的也喜欢,3.0,4.0,3,2,2,5,2,2,4,4,4,5,3.0,4.5,3.0,3.5
1448,2203,辣手摧花 Shadow of a Doubt,item_peer,这部电影和你看过的《恐怖游轮 Triangle》很像,4.0,4.0,3,4,4,5,4,3,4,4,4,5,4.0,4.5,4.0,4.0
1449,6981,词语 Ordet,item,喜欢《赤壁(上)》的也喜欢,2.0,4.0,3,2,3,5,3,3,4,4,4,5,3.5,4.5,3.5,4.0
1450,6981,词语 Ordet,pop,有2064用户看过这部电影(热门度前48%),2.0,2.0,3,3,2,2,1,1,1,1,1,1,1.5,1.5,1.0,1.0
1451,6981,词语 Ordet,attr_nonpersonal,这是一部剧情电影,3.0,2.0,4,4,3,5,3,3,2,4,3,2,2.5,4.5,3.0,2.5
1452,6981,词语 Ordet,attr_personal,这是一部剧情电影,3.0,2.0,4,4,3,5,3,3,2,4,3,2,2.5,4.5,3.0,2.5
1453,6981,词语 Ordet,attr_random,这部电影的编剧是卡尔·西奥多·德莱叶,3.0,2.0,3,2,3,3,3,3,3,4,4,3,3.0,3.5,3.5,3.0
1454,6981,词语 Ordet,peer,讨论道德与宗教的深刻主题,2.0,2.0,2,3,1,3,2,1,4,4,4,4,2.5,3.5,3.0,2.5
1455,912,卡萨布兰卡 Casablanca,attr_peer,这是一部爱情电影,2.0,2.0,2,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
1456,912,卡萨布兰卡 Casablanca,item_peer,这部电影和你看过的《秒速5厘米 秒速5センチメートル》很像,1.0,3.0,3,2,4,5,4,4,4,4,4,5,4.0,4.5,4.0,4.5
1457,912,卡萨布兰卡 Casablanca,pop,有165342用户看过这部电影(热门度前4%),3.0,2.0,3,4,5,5,2,2,3,5,2,2,4.0,5.0,2.0,2.0
1458,912,卡萨布兰卡 Casablanca,item,喜欢《赤壁(上)》的也喜欢,2.0,3.0,3,3,5,5,5,5,4,4,4,5,4.5,4.5,4.5,5.0
1459,912,卡萨布兰卡 Casablanca,attr_personal,这是一部战争电影,4.0,2.0,4,4,4,5,2,4,2,4,3,2,3.0,4.5,2.5,3.0
1460,912,卡萨布兰卡 Casablanca,peer,战争中的爱情，非常浪漫，很动人,3.0,2.0,2,3,2,3,2,1,4,4,4,4,3.0,3.5,3.0,2.5
1461,912,卡萨布兰卡 Casablanca,attr_nonpersonal,这部电影的编剧是默里·伯内特,3.0,2.0,3,2,3,4,1,1,3,4,4,3,3.0,4.0,2.5,2.0
1462,912,卡萨布兰卡 Casablanca,user,和你兴趣相似的用户中，看过这部电影的93.2%都喜欢,4.0,4.0,3,4,5,4,4,5,5,5,5,5,5.0,4.5,4.5,5.0
1463,912,卡萨布兰卡 Casablanca,attr_random,这部电影的演员有克劳德·雷恩斯,3.0,2.0,3,2,4,5,4,4,4,4,4,4,4.0,4.5,4.0,4.0
1464,64114,消防员 Fireproof,pop,有4132用户看过这部电影(热门度前37%),3.0,3.0,3,3,3,5,2,2,1,1,1,1,2.0,3.0,1.5,1.5
1465,64114,消防员 Fireproof,attr_nonpersonal,这是一部爱情电影,3.0,3.0,2,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
1466,64114,消防员 Fireproof,attr_personal,这是一部爱情电影,3.0,3.0,2,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
1467,64114,消防员 Fireproof,attr_peer,这是一部爱情电影,3.0,3.0,2,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
1468,64114,消防员 Fireproof,attr_random,这是一部美国电影,2.0,2.0,2,3,1,1,1,1,2,4,3,2,1.5,2.5,2.0,1.5
1469,64114,消防员 Fireproof,user,和你兴趣相似的用户中，看过这部电影的100.0%都喜欢,3.0,4.0,3,4,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0
1470,64114,消防员 Fireproof,peer,切入点不错的爱情电影,3.0,3.0,3,3,3,4,3,3,4,4,4,4,3.5,4.0,3.5,3.5
1471,64114,消防员 Fireproof,item,喜欢《加勒比海盗5：死无对证》的也喜欢,4.0,4.0,3,2,4,5,4,4,4,4,4,5,4.0,4.5,4.0,4.5
1472,90945,四签名 The Sign of Four,attr_random,这是一部惊悚电影,3.0,2.0,4,3,1,5,1,1,2,4,3,2,1.5,4.5,2.0,1.5
1473,90945,四签名 The Sign of Four,item,喜欢《秒速5厘米》的也喜欢,2.0,4.0,3,2,2,5,2,2,4,4,4,5,3.0,4.5,3.0,3.5
1474,90945,四签名 The Sign of Four,user,和你兴趣相似的用户中，看过这部电影的100.0%都喜欢,3.0,4.0,3,3,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0
1475,90945,四签名 The Sign of Four,item_peer,这部电影和你看过的《恐怖游轮 Triangle》很像,4.0,4.0,3,3,4,5,4,4,4,4,4,5,4.0,4.5,4.0,4.5
1476,90945,四签名 The Sign of Four,peer,影视化柯南道尔原著，经典的福尔摩斯形象，迷人的故事,4.0,3.0,4,4,3,5,3,3,4,5,4,4,3.5,5.0,3.5,3.5
1477,90945,四签名 The Sign of Four,attr_nonpersonal,这是一部悬疑电影,3.0,3.0,4,3,1,5,1,1,2,4,3,2,1.5,4.5,2.0,1.5
1478,90945,四签名 The Sign of Four,attr_personal,这是一部悬疑电影,3.0,3.0,4,3,1,5,1,1,2,4,3,2,1.5,4.5,2.0,1.5
1479,90945,四签名 The Sign of Four,attr_peer,这是一部悬疑电影,3.0,3.0,4,3,1,5,1,1,2,4,3,2,1.5,4.5,2.0,1.5
1480,90945,四签名 The Sign of Four,pop,有1041用户看过这部电影(热门度前59%),2.0,3.0,3,3,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0
1481,103269,无条件的爱 Unconditional,user,和你兴趣相似的用户中，看过这部电影的100.0%都喜欢,3.0,4.0,3,3,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0
1482,103269,无条件的爱 Unconditional,attr_personal,这是一部英国电影,3.0,2.0,3,3,2,2,2,2,2,4,3,2,2.0,3.0,2.5,2.0
1483,103269,无条件的爱 Unconditional,attr_random,这是一部同性电影,2.0,2.0,1,2,1,5,1,1,2,4,3,2,1.5,4.5,2.0,1.5
1484,103269,无条件的爱 Unconditional,attr_nonpersonal,这是一部同性电影,2.0,2.0,1,2,1,5,1,1,2,4,3,2,1.5,4.5,2.0,1.5
1485,103269,无条件的爱 Unconditional,peer,爱与自我的命题发人深省,2.0,2.0,2,3,2,2,2,1,4,4,4,4,3.0,3.0,3.0,2.5
1486,103269,无条件的爱 Unconditional,pop,有955用户看过这部电影(热门度前60%),2.0,2.0,3,3,1,2,3,1,1,1,1,1,1.0,1.5,2.0,1.0
1487,103269,无条件的爱 Unconditional,item,喜欢《秒速5厘米》的也喜欢,2.0,4.0,3,2,3,5,3,3,4,4,4,5,3.5,4.5,3.5,4.0
1488,670,大树之歌 অপুর সংসার,attr_nonpersonal,这是一部剧情电影,4.0,3.0,4,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
1489,670,大树之歌 অপুর সংসার,attr_personal,这是一部剧情电影,4.0,3.0,4,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
1490,670,大树之歌 অপুর সংসার,attr_peer,这是一部剧情电影,4.0,3.0,4,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
1491,670,大树之歌 অপুর সংসার,user,和你兴趣相似的用户中，看过这部电影的100.0%都喜欢,4.0,4.0,3,3,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0
1492,670,大树之歌 অপুর সংসার,attr_random,这部电影的演员有Alok Chakravarty,3.0,2.0,3,2,4,5,3,3,4,4,4,4,4.0,4.5,3.5,3.5
1493,670,大树之歌 অপুর সংসার,item,喜欢《赤壁(上)》的也喜欢,3.0,4.0,3,2,2,5,2,2,4,4,4,5,3.0,4.5,3.0,3.5
1494,670,大树之歌 অপুর সংসার,pop,有2370用户看过这部电影(热门度前46%),3.0,2.0,3,3,2,1,1,1,1,1,1,1,1.5,1.0,1.0,1.0
1495,670,大树之歌 অপুর সংসার,item_peer,这部电影和你看过的《秒速5厘米 秒速5センチメートル》很像,3.0,4.0,3,3,4,5,4,4,4,4,4,5,4.0,4.5,4.0,4.5
1496,670,大树之歌 অপুর সংসার,peer,很生活化很朴实，以一位少年的视角来观赏人类与大自然生活的共通性，背后蕴含着感人的情绪,2.0,2.0,2,3,4,2,4,4,3,4,4,4,3.5,3.0,4.0,4.0
1497,88125,哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2,item,喜欢《奇异博士》的也喜欢,2.0,4.0,4,4,2,5,2,2,4,4,4,5,3.0,4.5,3.0,3.5
1498,88125,哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2,pop,有436054用户看过这部电影(热门度前1%),4.0,4.0,4,4,5,5,5,5,4,5,2,2,4.5,5.0,3.5,3.5
1499,88125,哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2,attr_personal,这是一部奇幻电影,1.0,2.0,3,1,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
1500,88125,哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2,attr_peer,这是一部奇幻电影,1.0,2.0,3,1,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
1501,88125,哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2,attr_nonpersonal,这部电影的编剧是J·K·罗琳,2.0,1.0,2,2,4,4,4,4,3,4,4,3,3.5,4.0,4.0,3.5
1502,88125,哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2,item_peer,这部电影和你看过的《奇异博士 Doctor Strange》很像,4.0,5.0,4,4,4,5,4,4,4,4,4,5,4.0,4.5,4.0,4.5
1503,88125,哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2,attr_random,这部电影的演员有丹尼尔·雷德克里夫,2.0,4.0,2,3,4,5,1,1,4,4,4,4,4.0,4.5,2.5,2.5
1504,88125,哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2,peer,风靡全球的奇幻系列《哈利波特》终章！,4.0,4.0,4,4,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0
1505,88125,哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2,user,和你兴趣相似的用户中，看过这部电影的96.1%都喜欢,2.0,4.0,4,4,5,4,4,5,5,5,5,5,5.0,4.5,4.5,5.0
1506,174933,火力地堡 Firebase,attr_personal,这是一部科幻电影,4.0,4.0,4,2,3,5,2,2,2,4,3,2,2.5,4.5,2.5,2.0
1507,174933,火力地堡 Firebase,attr_peer,这是一部科幻电影,4.0,4.0,4,2,3,5,2,2,2,4,3,2,2.5,4.5,2.5,2.0
1508,174933,火力地堡 Firebase,item,喜欢《西游记之大圣归来》的也喜欢,3.0,4.0,4,4,4,5,4,4,4,4,4,5,4.0,4.5,4.0,4.5
1509,174933,火力地堡 Firebase,peer,《第九区》导演尼尔·布洛姆坎普的Oats工作室发布其制作的第二部实验短片《Firebase》，犹如《合金装备5》+《现代启示录》，这个血腥和真实程度让人头皮发麻但又很吸引,2.0,2.0,2,4,4,4,2,3,3,4,4,3,3.5,4.0,3.0,3.0
1510,174933,火力地堡 Firebase,pop,有2569用户看过这部电影(热门度前45%),2.0,3.0,2,2,2,3,1,1,1,1,1,1,1.5,2.0,1.0,1.0
1511,174933,火力地堡 Firebase,attr_random,这部电影的演员有帕特·马斯楚安尼,1.0,2.0,2,2,4,5,3,3,4,4,4,4,4.0,4.5,3.5,3.5
